GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS542691817	2017-10-18 20:16:47	33304	species	avibase-42101632	Scarlet Tanager	Piranga olivacea				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lock Road (Coffeeville Lock and Dam)	L5946075	P	31.7517078	-88.1305647	2017-10-18	13:00:00	obsr172983	S40001692	Traveling	P22	EBIRD	50	0.966		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS541255878	2017-10-17 15:22:51	7896	species	avibase-3B024163	Sharp-shinned Hawk	Accipiter striatus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			1–1247 Womack Hill Rd, Gilbertown US-AL (31.8522,-88.1629)	L6345153	P	31.8521810	-88.1629290	2017-10-13	12:39:00	obsr143232	S39898812	Stationary	P21	EBIRD	23			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS542691811	2017-10-18 20:16:47	7229	species	avibase-AA7901D8	Snowy Egret	Egretta thula				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lock Road (Coffeeville Lock and Dam)	L5946075	P	31.7517078	-88.1305647	2017-10-18	13:00:00	obsr172983	S40001692	Traveling	P22	EBIRD	50	0.966		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS539794293	2021-04-01 01:27:56.862435	7229	species	avibase-AA7901D8	Snowy Egret	Egretta thula				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lock Road (Coffeeville Lock and Dam)	L5946075	P	31.7517078	-88.1305647	2017-10-08	11:30:00	obsr172983	S39793126	Traveling	P22	EBIRD	77	2.012		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS539820671	2021-04-01 01:27:56.862435	7229	species	avibase-AA7901D8	Snowy Egret	Egretta thula				6					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lock Road (Coffeeville Lock and Dam)	L5946075	P	31.7517078	-88.1305647	2017-10-08	15:26:00	obsr172983	S39794556	Traveling	P22	EBIRD	115	1.287		1	1		0	1	1			Count is accurate, birds were observed standing on the railing of the dock structure at a distance of from 200 to 300 yards with 20-60x60 spotting scope.	
URN:CornellLabOfOrnithology:EBIRD:OBS542690967	2017-10-18 20:11:44	32433	spuh	avibase-E6552A7D	sparrow sp.	Passerellidae sp. (sparrow sp.)				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Refuge Road	L6070517	P	31.7949595	-88.2237607	2017-10-18	10:22:00	obsr172983	S40001623	Traveling	P22	EBIRD	103	4.023		2	1		0	1	0			Most likely Song Sparrow.	
URN:CornellLabOfOrnithology:EBIRD:OBS541255862	2017-10-17 15:22:51	33300	species	avibase-891798D9	Summer Tanager	Piranga rubra				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			1–1247 Womack Hill Rd, Gilbertown US-AL (31.8522,-88.1629)	L6345153	P	31.8521810	-88.1629290	2017-10-13	12:39:00	obsr143232	S39898812	Stationary	P21	EBIRD	23			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS537586996	2017-10-01 22:10:54	33300	species	avibase-891798D9	Summer Tanager	Piranga rubra				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lock Number Two Park	L919301	H	32.1748860	-88.0156803	2017-10-01	10:37:00	obsr172983	S39507403	Traveling	P22	EBIRD	38	0.644		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS542690962	2017-10-18 20:11:44	27380	species	avibase-E53FC25C	Swainson's Thrush	Catharus ustulatus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Refuge Road	L6070517	P	31.7949595	-88.2237607	2017-10-18	10:22:00	obsr172983	S40001623	Traveling	P22	EBIRD	103	4.023		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS542690979	2017-10-18 20:11:44	32869	species	avibase-D204A930	Tennessee Warbler	Leiothlypis peregrina				3					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Refuge Road	L6070517	P	31.7949595	-88.2237607	2017-10-18	10:22:00	obsr172983	S40001623	Traveling	P22	EBIRD	103	4.023		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS542691807	2017-10-18 20:16:47	32869	species	avibase-D204A930	Tennessee Warbler	Leiothlypis peregrina				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lock Road (Coffeeville Lock and Dam)	L5946075	P	31.7517078	-88.1305647	2017-10-18	13:00:00	obsr172983	S40001692	Traveling	P22	EBIRD	50	0.966		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS542690952	2017-10-18 20:11:44	21352	species	avibase-B488AB70	Tufted Titmouse	Baeolophus bicolor				3					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Refuge Road	L6070517	P	31.7949595	-88.2237607	2017-10-18	10:22:00	obsr172983	S40001623	Traveling	P22	EBIRD	103	4.023		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS541255872	2017-10-17 15:22:51	21352	species	avibase-B488AB70	Tufted Titmouse	Baeolophus bicolor				4					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			1–1247 Womack Hill Rd, Gilbertown US-AL (31.8522,-88.1629)	L6345153	P	31.8521810	-88.1629290	2017-10-13	12:39:00	obsr143232	S39898812	Stationary	P21	EBIRD	23			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS539734500	2017-10-09 14:34:21	21352	species	avibase-B488AB70	Tufted Titmouse	Baeolophus bicolor				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Refuge Road	L6070517	P	31.7949595	-88.2237607	2017-10-07	09:51:00	obsr172983	S39789848	Traveling	P22	EBIRD	81	4.023		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS539732731	2017-10-09 14:27:20	21352	species	avibase-B488AB70	Tufted Titmouse	Baeolophus bicolor				3					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-10-07	07:12:00	obsr172983	S39789740	Traveling	P22	EBIRD	101	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS542689282	2017-10-18 20:01:37	21352	species	avibase-B488AB70	Tufted Titmouse	Baeolophus bicolor				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-10-18	07:37:00	obsr172983	S40001486	Traveling	P22	EBIRD	109	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS541099054	2017-10-17 15:21:49	21352	species	avibase-B488AB70	Tufted Titmouse	Baeolophus bicolor				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffee I'll lock and dam	L6344831	P	31.7554910	-88.1276840	2017-10-13	09:33:00	obsr143232	S39893192	Traveling	P22	EBIRD	50	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS541151449	2017-10-13 12:02:16	21352	species	avibase-B488AB70	Tufted Titmouse	Baeolophus bicolor				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			36919, Silas US-AL (31.7511,-88.1432)	L6344916	P	31.7510640	-88.1432200	2017-10-13	10:38:00	obsr143232	S39894813	Traveling	P22	EBIRD	23	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS539794307	2021-04-01 01:27:56.862435	21352	species	avibase-B488AB70	Tufted Titmouse	Baeolophus bicolor				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lock Road (Coffeeville Lock and Dam)	L5946075	P	31.7517078	-88.1305647	2017-10-08	11:30:00	obsr172983	S39793126	Traveling	P22	EBIRD	77	2.012		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS541249650	2017-10-13 13:32:01	21352	species	avibase-B488AB70	Tufted Titmouse	Baeolophus bicolor				3					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2017-10-13	11:47:00	obsr143232	S39898392	Traveling	P22	EBIRD	45	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS537588252	2017-10-01 22:15:51	21352	species	avibase-B488AB70	Tufted Titmouse	Baeolophus bicolor				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Deas Field Road, Choctaw City	L6316003	P	32.2159963	-88.1017041	2017-10-01	11:32:00	obsr172983	S39507468	Traveling	P22	EBIRD	24	3.701		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS541255875	2017-10-17 15:22:51	7416	species	avibase-36B3872D	Turkey Vulture	Cathartes aura				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			1–1247 Womack Hill Rd, Gilbertown US-AL (31.8522,-88.1629)	L6345153	P	31.8521810	-88.1629290	2017-10-13	12:39:00	obsr143232	S39898812	Stationary	P21	EBIRD	23			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS537588258	2017-10-01 22:15:51	7416	species	avibase-36B3872D	Turkey Vulture	Cathartes aura				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Deas Field Road, Choctaw City	L6316003	P	32.2159963	-88.1017041	2017-10-01	11:32:00	obsr172983	S39507468	Traveling	P22	EBIRD	24	3.701		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS542690969	2017-10-18 20:11:44	7416	species	avibase-36B3872D	Turkey Vulture	Cathartes aura				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Refuge Road	L6070517	P	31.7949595	-88.2237607	2017-10-18	10:22:00	obsr172983	S40001623	Traveling	P22	EBIRD	103	4.023		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS541249638	2017-10-13 13:32:01	7416	species	avibase-36B3872D	Turkey Vulture	Cathartes aura				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2017-10-13	11:47:00	obsr143232	S39898392	Traveling	P22	EBIRD	45	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS541151439	2017-10-13 12:02:16	7416	species	avibase-36B3872D	Turkey Vulture	Cathartes aura				8					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			36919, Silas US-AL (31.7511,-88.1432)	L6344916	P	31.7510640	-88.1432200	2017-10-13	10:38:00	obsr143232	S39894813	Traveling	P22	EBIRD	23	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS537586346	2017-10-01 22:07:31	7416	species	avibase-36B3872D	Turkey Vulture	Cathartes aura				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Harmony Road, Pennington	L6315988	P	32.2132368	-88.0248749	2017-10-01	10:06:00	obsr172983	S39507354	Traveling	P22	EBIRD	19	1.770		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS539732730	2017-10-09 14:27:20	7416	species	avibase-36B3872D	Turkey Vulture	Cathartes aura				11					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-10-07	07:12:00	obsr172983	S39789740	Traveling	P22	EBIRD	101	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS539820679	2021-04-01 01:27:56.862435	7416	species	avibase-36B3872D	Turkey Vulture	Cathartes aura				6					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lock Road (Coffeeville Lock and Dam)	L5946075	P	31.7517078	-88.1305647	2017-10-08	15:26:00	obsr172983	S39794556	Traveling	P22	EBIRD	115	1.287		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS539794297	2021-04-01 01:27:56.862435	7416	species	avibase-36B3872D	Turkey Vulture	Cathartes aura				12					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lock Road (Coffeeville Lock and Dam)	L5946075	P	31.7517078	-88.1305647	2017-10-08	11:30:00	obsr172983	S39793126	Traveling	P22	EBIRD	77	2.012		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS542689288	2017-10-18 20:01:37	7416	species	avibase-36B3872D	Turkey Vulture	Cathartes aura				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-10-18	07:37:00	obsr172983	S40001486	Traveling	P22	EBIRD	109	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS541099045	2017-10-17 15:21:49	7416	species	avibase-36B3872D	Turkey Vulture	Cathartes aura				4					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffee I'll lock and dam	L6344831	P	31.7554910	-88.1276840	2017-10-13	09:33:00	obsr143232	S39893192	Traveling	P22	EBIRD	50	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS539734497	2017-10-09 14:34:21	7416	species	avibase-36B3872D	Turkey Vulture	Cathartes aura				3					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Refuge Road	L6070517	P	31.7949595	-88.2237607	2017-10-07	09:51:00	obsr172983	S39789848	Traveling	P22	EBIRD	81	4.023		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS537586347	2017-10-01 22:07:31	18439	species	avibase-D97F93CC	White-eyed Vireo	Vireo griseus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Harmony Road, Pennington	L6315988	P	32.2132368	-88.0248749	2017-10-01	10:06:00	obsr172983	S39507354	Traveling	P22	EBIRD	19	1.770		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS537588253	2017-10-01 22:15:51	18439	species	avibase-D97F93CC	White-eyed Vireo	Vireo griseus				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Deas Field Road, Choctaw City	L6316003	P	32.2159963	-88.1017041	2017-10-01	11:32:00	obsr172983	S39507468	Traveling	P22	EBIRD	24	3.701		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS539732722	2017-10-09 14:27:20	18439	species	avibase-D97F93CC	White-eyed Vireo	Vireo griseus				3					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-10-07	07:12:00	obsr172983	S39789740	Traveling	P22	EBIRD	101	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS539734488	2017-10-09 14:34:21	18439	species	avibase-D97F93CC	White-eyed Vireo	Vireo griseus				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Refuge Road	L6070517	P	31.7949595	-88.2237607	2017-10-07	09:51:00	obsr172983	S39789848	Traveling	P22	EBIRD	81	4.023		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS541249631	2017-10-13 13:32:01	18439	species	avibase-D97F93CC	White-eyed Vireo	Vireo griseus				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2017-10-13	11:47:00	obsr143232	S39898392	Traveling	P22	EBIRD	45	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS541255863	2017-10-17 15:22:51	18439	species	avibase-D97F93CC	White-eyed Vireo	Vireo griseus				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			1–1247 Womack Hill Rd, Gilbertown US-AL (31.8522,-88.1629)	L6345153	P	31.8521810	-88.1629290	2017-10-13	12:39:00	obsr143232	S39898812	Stationary	P21	EBIRD	23			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS542689286	2017-10-18 20:01:37	406	species	avibase-27B2749A	Wood Duck	Aix sponsa				5					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-10-18	07:37:00	obsr172983	S40001486	Traveling	P22	EBIRD	109	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS537586337	2017-10-01 22:07:31	6963	species	avibase-19196211	Wood Stork	Mycteria americana				14					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Harmony Road, Pennington	L6315988	P	32.2132368	-88.0248749	2017-10-01	10:06:00	obsr172983	S39507354	Traveling	P22	EBIRD	19	1.770		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS542690965	2017-10-18 20:11:44	3169	species	avibase-0CF12F81	Yellow-billed Cuckoo	Coccyzus americanus				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Refuge Road	L6070517	P	31.7949595	-88.2237607	2017-10-18	10:22:00	obsr172983	S40001623	Traveling	P22	EBIRD	103	4.023		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS541099042	2017-10-17 15:21:49	3169	species	avibase-0CF12F81	Yellow-billed Cuckoo	Coccyzus americanus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Coffee I'll lock and dam	L6344831	P	31.7554910	-88.1276840	2017-10-13	09:33:00	obsr143232	S39893192	Traveling	P22	EBIRD	50	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS542691802	2017-10-18 20:16:47	3169	species	avibase-0CF12F81	Yellow-billed Cuckoo	Coccyzus americanus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lock Road (Coffeeville Lock and Dam)	L5946075	P	31.7517078	-88.1305647	2017-10-18	13:00:00	obsr172983	S40001692	Traveling	P22	EBIRD	50	0.966		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS539820690	2021-04-01 01:27:56.862435	3169	species	avibase-0CF12F81	Yellow-billed Cuckoo	Coccyzus americanus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lock Road (Coffeeville Lock and Dam)	L5946075	P	31.7517078	-88.1305647	2017-10-08	15:26:00	obsr172983	S39794556	Traveling	P22	EBIRD	115	1.287		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS539794295	2021-04-01 01:27:56.862435	3169	species	avibase-0CF12F81	Yellow-billed Cuckoo	Coccyzus americanus				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lock Road (Coffeeville Lock and Dam)	L5946075	P	31.7517078	-88.1305647	2017-10-08	11:30:00	obsr172983	S39793126	Traveling	P22	EBIRD	77	2.012		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS541249647	2017-10-13 13:32:01	3169	species	avibase-0CF12F81	Yellow-billed Cuckoo	Coccyzus americanus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Choctaw NWR	L919297	H	31.8212363	-88.1835222	2017-10-13	11:47:00	obsr143232	S39898392	Traveling	P22	EBIRD	45	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS541255868	2017-10-17 15:22:51	3169	species	avibase-0CF12F81	Yellow-billed Cuckoo	Coccyzus americanus				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			1–1247 Womack Hill Rd, Gilbertown US-AL (31.8522,-88.1629)	L6345153	P	31.8521810	-88.1629290	2017-10-13	12:39:00	obsr143232	S39898812	Stationary	P21	EBIRD	23			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS542690970	2017-10-18 20:11:44	10636	species	avibase-9BE68BD3	Yellow-bellied Sapsucker	Sphyrapicus varius				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Refuge Road	L6070517	P	31.7949595	-88.2237607	2017-10-18	10:22:00	obsr172983	S40001623	Traveling	P22	EBIRD	103	4.023		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS542691813	2017-10-18 20:16:47	10636	species	avibase-9BE68BD3	Yellow-bellied Sapsucker	Sphyrapicus varius				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lock Road (Coffeeville Lock and Dam)	L5946075	P	31.7517078	-88.1305647	2017-10-18	13:00:00	obsr172983	S40001692	Traveling	P22	EBIRD	50	0.966		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS539734492	2017-10-09 14:34:21	10636	species	avibase-9BE68BD3	Yellow-bellied Sapsucker	Sphyrapicus varius				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Refuge Road	L6070517	P	31.7949595	-88.2237607	2017-10-07	09:51:00	obsr172983	S39789848	Traveling	P22	EBIRD	81	4.023		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS542689280	2017-10-18 20:01:37	33040	species	avibase-BC5A9498	Yellow-rumped Warbler	Setophaga coronata				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-10-18	07:37:00	obsr172983	S40001486	Traveling	P22	EBIRD	109	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS542691808	2017-10-18 20:16:47	33040	species	avibase-BC5A9498	Yellow-rumped Warbler	Setophaga coronata				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lock Road (Coffeeville Lock and Dam)	L5946075	P	31.7517078	-88.1305647	2017-10-18	13:00:00	obsr172983	S40001692	Traveling	P22	EBIRD	50	0.966		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS542690973	2017-10-18 20:11:44	33040	species	avibase-BC5A9498	Yellow-rumped Warbler	Setophaga coronata				6					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Refuge Road	L6070517	P	31.7949595	-88.2237607	2017-10-18	10:22:00	obsr172983	S40001623	Traveling	P22	EBIRD	103	4.023		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS537586995	2017-10-01 22:10:54	18489	species	avibase-F8DDF6A6	Yellow-throated Vireo	Vireo flavifrons				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Lock Number Two Park	L919301	H	32.1748860	-88.0156803	2017-10-01	10:37:00	obsr172983	S39507403	Traveling	P22	EBIRD	38	0.644		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS552678373	2017-11-26 19:30:02	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mt. Nebo Road, Riderwood, AL	L6019045	P	32.1380362	-88.3356893	2017-11-26	08:53:00	obsr172983	S40758625	Traveling	P22	EBIRD	45	3.058		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS553182410	2017-11-29 11:56:38	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				9					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-11-28	13:26:00	obsr172983	S40797361	Traveling	P22	EBIRD	86	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS552687005	2017-11-26 20:07:31	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				3					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Honeysuckle Road, Aquilla	L6512788	P	31.7183842	-88.3852029	2017-11-26	13:48:00	obsr172983	S40759263	Traveling	P22	EBIRD	18	2.897		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS547214243	2017-11-05 19:31:23	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				6					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Hinton Road, Hinton	L6444538	P	32.0906464	-88.4285045	2017-11-05	10:08:00	obsr172983	S40331346	Traveling	P22	EBIRD	22	1.770		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS552681502	2017-11-26 19:42:11	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				4					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			West Butler Road, Rock Springs	L6512726	P	32.0670833	-88.3503985	2017-11-26	10:29:00	obsr172983	S40758847	Traveling	P22	EBIRD	43	2.575		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS553178511	2017-11-28 19:33:36	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27	USFWS_120		Okatuppa Creek, Choctaw NWR	L6517787	P	31.8277998	-88.1848419	2017-11-28	09:28:00	obsr172983	S40797061	Traveling	P22	EBIRD	73	6.437		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS550770872	2021-03-18 21:08:08.073181	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				10					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Mango Road, Jachin	L5962227	P	32.2433323	-88.1960750	2017-11-19	14:03:00	obsr172983	S40608669	Traveling	P22	EBIRD	85	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS547216894	2017-11-05 19:39:58	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Pinewiew Road, Rock Springs	L6444562	P	32.0572635	-88.3532202	2017-11-05	11:07:00	obsr172983	S40331551	Traveling	P22	EBIRD	28	2.897		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS547211380	2017-11-05 19:24:34	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				2					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Rock Gap Road, Riderwood	L6444525	P	32.1241081	-88.3597648	2017-11-05	08:28:00	obsr172983	S40331199	Traveling	P22	EBIRD	45	2.414		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS547220247	2021-03-18 21:08:08.073181	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				12					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Broad St., Lisman, AL	L6018979	P	32.1709265	-88.2844591	2017-11-05	12:47:00	obsr172983	S40331801	Traveling	P22	EBIRD	13	2.253		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS549028582	2017-11-12 17:59:14	20762	species	avibase-9E9F2476	American Crow	Corvus brachyrhynchos				1					United States	US	Alabama	US-AL	Choctaw	US-AL-023		27			Tuscahoma Park (sponsored by Butler)	L5932847	P	32.0618825	-88.1109738	2017-11-12	08:51:00	obsr172983	S40475784	Traveling	P22	EBIRD	32	1.448		2	1		0	1	0				
